web-scraper-order,web-scraper-start-url,cloth
"1692464499-72","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Solid Front-close Patent Bra"
"1692464499-73","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN WYWH Floral Print Paperbag Waist Tie Front Wide Leg Pants"
"1692464499-74","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Privé Solid Raglan Sleeve Sweatshirt"
"1692464499-75","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Frenchy Plus Floral Print Tie Neck Blouse & Belted Pants"
"1692464499-76","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Essnce Solid Wide Leg Pants"
"1692464499-77","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Half Zip Placket Sweatshirt"
"1692464499-78","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Solid Color Front Closure Lace Bralette With Beautiful Back"
"1692464499-79","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Frenchy Solid Belted Cropped Pants"
"1692464499-80","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN LUNE Letter Graphic Drop Shoulder Sweatshirt"
"1692464499-81","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Plus Tie Front Crop Top & Ruffle Trim Skirt"
"1692464499-82","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Drawstring Waist Zip Up Hooded Jacket"
"1692464499-83","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Detachable Wireless Bra"
"1692464499-84","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Rhinestone Studded Mesh Bodysuit"
"1692464499-85","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN LUNE Plus Allover Print Knot Hem Pants"
"1692464499-86","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear High Waist Flare Leg Jeans"
"1692464499-87","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Clasi Plus Contrast Binding Zip Detail Quilted Jacket"
"1692464499-88","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Floral Print Lantern Sleeve Belted Shirt Dress"
"1692464499-89","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Skeleton Print Zip Up Drop Shoulder Bomber Jacket"
"1692464499-90","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Frenchy Button Back Scallop Trim Bodysuit"
"1692464499-91","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Plus Houndstooth Print Button Front Dress"
"1692464499-92","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Simple Floral Lace Wireless Bra"
"1692464499-93","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Essnce Plus Two Tone Knot Side Wide Leg Jumpsuit"
"1692464499-94","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New EMERY ROSE Plus Split Hem Velvet Pants"
"1692464499-95","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Pumpkin & Slogan Graphic Kangaroo Pocket Drawstring Thermal Hoodie"
"1692464499-96","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Privé Plus Crocodile Embossed Split Hem Patent Skirt"
"1692464499-97","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Pocket Patched Straight Leg Jeans"
"1692464499-98","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Solid Mermaid Hem Skirt"
"1692464499-99","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Butterfly Embroidery PJ Set"
"1692464499-100","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN Essnce Plus Allover Geo Print Halter Neck Backless Bodycon Dress"
"1692464499-101","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Floral & Letter Graphic Drop Shoulder Sweatshirt"
"1692464499-102","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Dondup women's casual pants BLUE DP066TS0009XXX890"
"1692464499-103","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New FriFul Elastic Waist Washed Jeans"
"1692464499-104","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus 1pc Letter Graphic Colorblock Drop Shoulder Varsity Jacket"
"1692464499-105","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New FriFul Solid Slit Side A-line Denim Skirt"
"1692464499-106","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Young Girl Tie Dye Unicorn Print Hooded Jacket Without Tee"
"1692464499-107","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN LUNE Solid Round Neck Sweatshirt"
"1692464499-108","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Halloween Print Drop Shoulder Sweatshirt"
"1692464499-109","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Solid Zip Up Teddy Sweatshirt"
"1692464499-110","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN VCAY Plus Floral Print High Low Hem Belted Dress"
"1692464499-111","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New Heart & Letter Graphic Lettuce Trim PJ Set"
"1692464499-112","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New PUNK Skeleton Print Thermal Lined Sweatshirt"
"1692464499-113","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN SXY Plus Lace Up Front Unitard Romper"
"1692464499-114","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Star & Letter Graphic Drop Shoulder Two Tone Bomber Jacket"
"1692464499-115","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","New SHEIN EZwear Plus Letter Patched Striped Trim Drop Shoulder Varsity Jacket"
"1692464499-116","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","3sets Solid Cami Top & Shorts Lounge Set"
"1692464499-117","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Manfinity Homme Men Solid Button Up Shirt"
"1692464499-118","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","2pcs/set Glamorous Zinc Alloy Rhinestone Square Decor Wedding Band For Women For Wedding Party"
"1692464499-119","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN Privé Graphic Print Plisse Skirt"
"1692464499-120","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Alondra & Evelyn X SHEIN High Waist PU Leather Shorts"
"1692464499-121","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Solid Shapewear Bodysuit"
"1692464499-122","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Portable Eyelash Curler With Silicone Pad,1pc Black Stainless Steel Eyelash curler with comb,Curling & Shaping、Not Hurting Eyelashes、Lash Lift、Big Eye,For Women Eye Brow"
"1692464499-123","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN EZwear Solid Drawstring Pocket Zip Up Thermal Lined Hoodie"
"1692464499-124","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","1pair Hollow Out Shoe Shields Anti-Wrinkle Protector Sneaker Shoe Anti Creases"
"1692464499-125","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN PETITE Solid Slim Fit Bodysuit"
"1692464499-126","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN Qutie Contrast Lace Trim Ruched Side Bow Front Tube Top"
"1692464499-127","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","6pcs Twist Detail Bracelet"
"1692464499-128","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN ICON Flap Pocket Side Cargo Denim Skirt"
"1692464499-129","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Women Double Strap Flat Sandals, Elegant Black Fabric Slingback Sandals"
"1692464499-130","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Large Capacity Cosmetic Storage Box, 1pc Makeup Organizer With Drawers, Countertop Organizer For Cosmetics, Vanity Holder For Lipstick, Brushes, Lotions, Eyeshadow, Nail Polish And Jewelry, Desk Organizer For Dresser, Bathroom, Vanity-White"
"1692464499-131","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","2pcs Butterfly Print Data Cable Protector Set"
"1692464499-132","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","SHEIN EZwear Letter Graphic Drop Shoulder Tee & Biker Shorts"
"1692464499-133","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Rhinestone Butterfly Decor Bracelet"
"1692464499-134","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","20pcs Disposable Micro Eyelash Comb Brush Spoolers Makeup Kit lash Extension Brushes Mascara Applicator Wand Lash Eyebrow Brush"
"1692464499-135","https://us.shein.com/daily-new.html?icn=what%27snew&ici=us_tab01navbar01&src_module=topcat&src_tab_page_id=page_home1692436270870&src_identifier=fc%3DWomen%60sc%3DNEW%20IN%60tc%3D0%60oc%3D0%60ps%3Dtab01navbar01%60jc%3Ddailynew_0&srctype=category&userpath=category-NEW-IN","Women Buckle Decor Flat Sandals, Fashionable Slingback Sandals For Beach"
